Direction
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
OUTGOING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
INCOMING
